,Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Size,Color,Material,Warranty,Manufacturer,Rating,Shipping_Weight,Delivery_Time,Discount,Eco_Friendly,Shipping_Cost,Shipping_Company,Shipping_Type,Insurance,Return_Policy
142602,2023-10-14,14,October,2023,31,Young Adults (25-34),F,United States,California,Clothing,Gloves,"Half-Finger Gloves, S",29,9,24,421,261,682,Small,Green,Plastic,3 Years,Manufacturer A,3,7.97,3,12,False,40.11,DHL,Next Day,Premium,60 Days
142608,2023-02-23,23,February,2023,31,Young Adults (25-34),F,United States,California,Clothing,Gloves,"Half-Finger Gloves, S",10,9,24,145,90,235,Small,Green,Plastic,3 Years,Manufacturer D,1,10.73,6,6,True,59.05,DHL,Standard,Basic,60 Days
142619,2023-11-15,15,November,2023,27,Young Adults (25-34),F,Australia,Victoria,Clothing,Gloves,"Half-Finger Gloves, M",32,9,24,319,288,607,Medium,White,Plastic,1 Year,Manufacturer B,5,0.99,7,24,True,15.13,UPS,Standard,Premium,60 Days
142653,2023-07-25,25,July,2023,55,Adults (35-64),M,Australia,New South Wales,Clothing,Gloves,"Half-Finger Gloves, L",23,9,24,273,207,480,Extra Large,White,Carbon Fiber,Lifetime,Manufacturer B,2,9.89,9,18,True,57.14,GLS,Express,Basic,30 Days
142675,2023-06-06,6,June,2023,27,Young Adults (25-34),M,United Kingdom,England,Clothing,Gloves,"Half-Finger Gloves, S",10,9,24,140,90,230,Large,Red,Steel,1 Year,Manufacturer A,2,12.22,5,15,True,63.39,FedEx,Next Day,Basic,30 Days
142677,2023-08-03,3,August,2023,43,Adults (35-64),M,France,Hauts de Seine,Clothing,Gloves,"Half-Finger Gloves, M",1,9,24,13,9,22,Large,Red,Plastic,Lifetime,Manufacturer A,1,6.44,6,22,True,91.34,DHL,Next Day,Basic,7 Days
142679,2023-09-24,24,September,2023,48,Adults (35-64),M,France,Pas de Calais,Clothing,Gloves,"Half-Finger Gloves, M",22,9,24,251,198,449,Large,Green,Carbon Fiber,3 Years,Manufacturer C,1,2.8,8,29,True,85.75,Posti,Express,Basic,No Return
142684,2023-03-01,1,March,2023,25,Young Adults (25-34),M,Australia,New South Wales,Clothing,Gloves,"Half-Finger Gloves, L",29,9,24,345,261,606,Small,Red,Plastic,2 Years,Manufacturer C,5,10.95,2,21,True,51.58,UPS,Next Day,,7 Days
142688,2023-03-13,13,March,2023,60,Adults (35-64),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",28,9,24,413,252,665,Medium,Red,Steel,3 Years,Manufacturer A,4,5.36,8,15,True,45.63,UPS,Same Day,,7 Days
142706,2023-03-15,15,March,2023,62,Adults (35-64),F,United States,Washington,Clothing,Gloves,"Half-Finger Gloves, L",22,9,24,214,198,412,Small,Red,Carbon Fiber,3 Years,Manufacturer C,1,13.82,9,0,True,79.08,Posti,Express,,7 Days
142710,2023-03-12,12,March,2023,33,Young Adults (25-34),M,Australia,New South Wales,Clothing,Gloves,"Half-Finger Gloves, S",21,9,24,249,189,438,Extra Large,Green,Carbon Fiber,2 Years,Manufacturer D,4,2.62,1,8,True,30.45,GLS,Standard,Premium,No Return
142718,2023-04-21,21,April,2023,21,Youth (<25),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, M",10,9,24,148,90,238,Medium,Blue,Aluminum,3 Years,Manufacturer D,5,9.25,9,16,False,58.47,UPS,Next Day,Premium,30 Days
142720,2023-10-12,12,October,2023,31,Young Adults (25-34),M,France,Garonne (Haute),Clothing,Gloves,"Half-Finger Gloves, S",3,9,24,41,27,68,Small,Black,Aluminum,2 Years,Manufacturer C,1,8.63,1,8,True,59.81,FedEx,Next Day,,30 Days
142722,2023-08-29,29,August,2023,20,Youth (<25),M,United Kingdom,England,Clothing,Gloves,"Half-Finger Gloves, L",26,9,24,365,234,599,Extra Large,White,Carbon Fiber,3 Years,Manufacturer D,3,13.8,6,13,True,76.6,GLS,Standard,Premium,60 Days
142754,2023-08-13,13,August,2023,26,Young Adults (25-34),F,United States,California,Clothing,Gloves,"Half-Finger Gloves, M",18,9,24,261,162,423,Large,Green,Plastic,Lifetime,Manufacturer A,2,4.53,4,10,False,62.11,Posti,Same Day,Basic,30 Days
142778,2023-05-25,25,May,2023,45,Adults (35-64),M,United States,Oregon,Clothing,Gloves,"Half-Finger Gloves, L",26,9,24,303,234,537,Medium,Red,Carbon Fiber,3 Years,Manufacturer B,5,13.41,8,5,False,70.15,UPS,Next Day,,No Return
142783,2023-01-17,17,January,2023,34,Young Adults (25-34),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, L",3,9,24,44,27,71,Small,Red,Steel,1 Year,Manufacturer B,3,11.23,4,4,False,21.46,Posti,Same Day,,No Return
142815,2023-01-11,11,January,2023,36,Adults (35-64),F,United States,California,Clothing,Gloves,"Half-Finger Gloves, L",19,9,24,276,171,447,Medium,Black,Steel,1 Year,Manufacturer A,5,3.42,6,18,True,25.91,UPS,Express,Basic,30 Days
142843,2023-09-09,9,September,2023,33,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,308,273,581,Small,Red,Plastic,3 Years,Manufacturer D,3,3.35,4,9,False,14.94,Posti,Same Day,Premium,No Return
142853,2023-03-06,6,March,2023,33,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,205,182,387,Large,Blue,Carbon Fiber,1 Year,Manufacturer D,3,14.1,8,19,True,41.32,DHL,Next Day,,7 Days
142858,2023-10-14,14,October,2023,33,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,352,312,664,Extra Large,White,Aluminum,1 Year,Manufacturer B,5,14.19,3,23,False,31.59,GLS,Same Day,Premium,60 Days
142872,2023-08-25,25,August,2023,33,Young Adults (25-34),M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,197,156,353,Extra Large,White,Aluminum,3 Years,Manufacturer B,1,8.85,3,6,True,25.66,Posti,Same Day,,7 Days
142888,2023-09-24,24,September,2023,29,Young Adults (25-34),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,400,364,764,Small,Black,Steel,1 Year,Manufacturer C,3,3.89,8,19,False,16.2,Posti,Same Day,,7 Days
142896,2023-12-15,15,December,2023,29,Young Adults (25-34),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,229,208,437,Medium,White,Aluminum,Lifetime,Manufacturer D,4,14.31,1,3,False,36.04,Posti,Same Day,Basic,30 Days
142907,2023-04-16,16,April,2023,53,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,278,247,525,Small,White,Aluminum,2 Years,Manufacturer D,3,2.28,4,11,True,17.5,UPS,Express,Basic,7 Days
142922,2023-12-06,6,December,2023,43,Adults (35-64),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",15,13,35,236,195,431,Small,Green,Plastic,3 Years,Manufacturer A,5,8.62,2,7,True,21.22,FedEx,Express,Basic,30 Days
142924,2023-09-24,24,September,2023,41,Adults (35-64),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,377,312,689,Large,Green,Plastic,Lifetime,Manufacturer B,1,12.17,5,24,True,80.71,DHL,Next Day,Premium,7 Days
142935,2023-07-28,28,July,2023,37,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,425,377,802,Medium,Black,Plastic,1 Year,Manufacturer B,2,1.53,2,7,True,90.68,GLS,Same Day,Premium,7 Days
142940,2023-03-13,13,March,2023,40,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,176,156,332,Small,Blue,Plastic,Lifetime,Manufacturer D,1,14.64,9,28,True,83.59,DHL,Next Day,,No Return
142955,2023-07-08,8,July,2023,53,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,372,338,710,Small,Green,Steel,2 Years,Manufacturer D,3,7.47,1,29,False,31.17,UPS,Same Day,Premium,30 Days
142961,2023-01-26,26,January,2023,48,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,390,234,624,Small,White,Plastic,2 Years,Manufacturer D,5,10.82,9,28,False,21.68,UPS,Next Day,Basic,No Return
142966,2023-03-25,25,March,2023,48,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,628,377,1005,Extra Large,White,Plastic,3 Years,Manufacturer D,1,5.2,1,14,False,42.28,Posti,Standard,Basic,No Return
142977,2023-06-15,15,June,2023,48,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",19,13,35,411,247,658,Extra Large,Black,Carbon Fiber,2 Years,Manufacturer C,2,6.53,1,14,False,59.9,Posti,Same Day,Basic,No Return
142983,2023-08-27,27,August,2023,48,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,86,78,164,Small,Green,Aluminum,3 Years,Manufacturer D,2,1.62,9,4,True,12.87,FedEx,Next Day,Premium,No Return
142986,2023-11-08,8,November,2023,48,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,43,39,82,Medium,Blue,Aluminum,1 Year,Manufacturer A,1,11.54,8,25,False,11.11,DHL,Standard,,60 Days
142992,2023-03-12,12,March,2023,48,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,57,52,109,Large,Green,Plastic,3 Years,Manufacturer A,1,7.95,5,25,False,7.08,GLS,Same Day,,No Return
143003,2023-07-03,3,July,2023,48,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",32,13,35,458,416,874,Extra Large,Blue,Carbon Fiber,3 Years,Manufacturer C,1,3.71,8,24,True,85.89,UPS,Standard,Premium,30 Days
143011,2023-08-12,12,August,2023,45,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,383,234,617,Small,Black,Plastic,2 Years,Manufacturer A,2,5.36,6,24,False,41.71,GLS,Same Day,Basic,No Return
143030,2023-01-11,11,January,2023,40,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,150,143,293,Medium,Red,Steel,3 Years,Manufacturer A,3,14.87,8,3,True,30.59,Posti,Same Day,,No Return
143036,2023-03-30,30,March,2023,40,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,394,377,771,Extra Large,White,Steel,2 Years,Manufacturer A,2,4.13,5,21,True,65.62,Posti,Next Day,Premium,7 Days
143040,2023-07-16,16,July,2023,40,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,185,117,302,Large,Green,Steel,1 Year,Manufacturer C,4,3.26,3,10,False,60.85,FedEx,Standard,,30 Days
143054,2023-12-11,11,December,2023,40,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,371,234,605,Medium,Green,Steel,1 Year,Manufacturer A,5,8.6,1,13,False,67.83,GLS,Same Day,,60 Days
143066,2023-07-28,28,July,2023,40,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,309,195,504,Large,Green,Carbon Fiber,Lifetime,Manufacturer D,5,3.65,7,17,True,65.01,Posti,Standard,Basic,7 Days
143079,2023-09-03,3,September,2023,32,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,17,13,30,Medium,Black,Plastic,1 Year,Manufacturer A,5,5.97,6,2,False,36.11,DHL,Same Day,,30 Days
143080,2023-01-26,26,January,2023,32,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,274,208,482,Large,White,Steel,1 Year,Manufacturer C,4,7.22,3,26,False,36.88,Posti,Next Day,,30 Days
143091,2023-03-19,19,March,2023,58,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",15,13,35,320,195,515,Small,Black,Steel,1 Year,Manufacturer A,2,7.27,5,12,False,74.16,DHL,Next Day,Basic,7 Days
143100,2023-01-22,22,January,2023,57,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,173,104,277,Small,White,Carbon Fiber,2 Years,Manufacturer C,1,5.28,2,29,True,82.66,Posti,Next Day,Basic,60 Days
143104,2023-06-01,1,June,2023,57,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,152,91,243,Large,Green,Steel,3 Years,Manufacturer D,2,12.41,7,1,True,65.17,FedEx,Express,,7 Days
143105,2023-06-01,1,June,2023,57,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,195,117,312,Extra Large,Blue,Steel,Lifetime,Manufacturer B,5,7.21,4,13,False,97.75,FedEx,Same Day,Basic,No Return
143112,2023-09-01,1,September,2023,29,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35,476,286,762,Extra Large,Green,Plastic,3 Years,Manufacturer A,4,14.21,7,25,False,58.31,DHL,Next Day,Premium,30 Days
143118,2023-01-05,5,January,2023,29,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",5,13,35,108,65,173,Extra Large,Green,Carbon Fiber,1 Year,Manufacturer D,3,13.98,8,24,True,77.16,FedEx,Same Day,,7 Days
143143,2023-12-07,7,December,2023,17,Youth (<25),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",28,13,35,489,364,853,Large,Blue,Plastic,2 Years,Manufacturer A,3,5.49,3,9,True,42.74,UPS,Standard,,30 Days
143172,2023-08-29,29,August,2023,27,Young Adults (25-34),M,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,98,65,163,Extra Large,Red,Plastic,Lifetime,Manufacturer B,4,11.58,5,2,True,91.22,UPS,Same Day,Basic,60 Days
143176,2023-05-20,20,May,2023,27,Young Adults (25-34),M,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,528,351,879,Large,White,Steel,1 Year,Manufacturer D,5,4.78,8,0,True,87.26,UPS,Standard,Basic,7 Days
143180,2023-10-04,4,October,2023,28,Young Adults (25-34),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,363,260,623,Extra Large,Green,Plastic,3 Years,Manufacturer A,2,13.48,2,10,False,73.33,DHL,Next Day,Basic,No Return
143189,2023-08-18,18,August,2023,29,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,236,195,431,Extra Large,Black,Carbon Fiber,1 Year,Manufacturer B,4,8.61,5,1,True,23.38,UPS,Express,Basic,30 Days
143205,2023-06-19,19,June,2023,52,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,366,273,639,Small,Red,Plastic,3 Years,Manufacturer B,3,5.81,4,10,False,34.36,DHL,Next Day,Premium,7 Days
143217,2023-09-11,11,September,2023,45,Adults (35-64),M,Germany,Bayern,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,22,13,35,Large,White,Aluminum,Lifetime,Manufacturer C,3,6.14,6,28,True,80.7,FedEx,Standard,,30 Days
143227,2023-07-05,5,July,2023,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,471,390,861,Medium,Green,Plastic,3 Years,Manufacturer A,3,3.76,8,20,True,23.22,FedEx,Standard,Premium,No Return
143228,2023-12-02,2,December,2023,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,173,143,316,Small,Black,Aluminum,3 Years,Manufacturer A,3,6.0,4,9,True,65.02,UPS,Next Day,Basic,60 Days
143234,2023-07-28,28,July,2023,21,Youth (<25),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,15,13,28,Medium,Blue,Carbon Fiber,2 Years,Manufacturer C,2,10.61,9,6,False,90.14,GLS,Express,Premium,7 Days
143244,2023-08-01,1,August,2023,25,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,157,117,274,Extra Large,White,Steel,1 Year,Manufacturer C,3,1.85,2,25,False,21.55,GLS,Same Day,,60 Days
143250,2023-04-20,20,April,2023,25,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,140,104,244,Small,Blue,Plastic,2 Years,Manufacturer D,1,3.31,8,28,True,54.32,GLS,Express,,No Return
143265,2023-04-06,6,April,2023,24,Youth (<25),M,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,78,52,130,Extra Large,Blue,Steel,3 Years,Manufacturer A,1,12.92,1,15,True,9.41,FedEx,Next Day,,30 Days
143267,2023-05-12,12,May,2023,24,Youth (<25),M,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,567,377,944,Extra Large,Red,Plastic,Lifetime,Manufacturer C,4,4.67,6,8,False,56.3,Posti,Same Day,Premium,No Return
143269,2023-05-27,27,May,2023,26,Young Adults (25-34),F,Germany,Bayern,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,173,104,277,Medium,Green,Steel,Lifetime,Manufacturer A,1,3.61,9,6,False,53.18,DHL,Next Day,,No Return
143275,2023-08-14,14,August,2023,23,Youth (<25),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,433,260,693,Medium,Green,Steel,3 Years,Manufacturer C,3,10.22,8,2,True,11.31,DHL,Same Day,,No Return
143304,2023-03-01,1,March,2023,30,Young Adults (25-34),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,264,234,498,Extra Large,Blue,Steel,1 Year,Manufacturer A,5,12.43,3,19,True,87.81,UPS,Standard,Basic,No Return
143316,2023-12-23,23,December,2023,31,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,144,91,235,Small,Blue,Steel,Lifetime,Manufacturer B,1,4.38,4,13,True,8.01,DHL,Same Day,Basic,7 Days
143331,2023-10-18,18,October,2023,64,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,62,39,101,Medium,Blue,Steel,Lifetime,Manufacturer D,4,14.18,7,8,True,98.5,DHL,Next Day,,7 Days
143348,2023-06-15,15,June,2023,21,Youth (<25),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,332,221,553,Large,Black,Plastic,Lifetime,Manufacturer B,5,6.39,2,10,False,11.61,UPS,Same Day,Premium,60 Days
143352,2023-11-03,3,November,2023,24,Youth (<25),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,43,26,69,Extra Large,Black,Steel,3 Years,Manufacturer A,4,4.4,7,24,False,29.41,DHL,Standard,Premium,60 Days
143354,2023-03-26,26,March,2023,24,Youth (<25),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,65,39,104,Extra Large,Black,Steel,Lifetime,Manufacturer B,2,5.78,2,12,True,49.37,DHL,Express,,No Return
143356,2023-08-23,23,August,2023,26,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,43,26,69,Medium,Blue,Steel,3 Years,Manufacturer C,1,9.07,6,17,False,72.51,GLS,Standard,,60 Days
143360,2023-09-20,20,September,2023,26,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",15,13,35,325,195,520,Medium,White,Plastic,3 Years,Manufacturer C,4,14.14,1,15,False,30.23,UPS,Express,,7 Days
143367,2023-01-08,8,January,2023,26,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,152,91,243,Small,Black,Aluminum,2 Years,Manufacturer C,5,3.76,5,12,False,36.02,DHL,Next Day,Basic,7 Days
143388,2023-11-22,22,November,2023,34,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,21,13,34,Extra Large,Red,Aluminum,Lifetime,Manufacturer B,4,3.19,3,20,True,78.97,UPS,Express,,30 Days
143390,2023-12-02,2,December,2023,34,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,213,130,343,Large,Red,Aluminum,1 Year,Manufacturer B,5,4.49,7,1,True,50.77,FedEx,Standard,Premium,7 Days
143402,2023-01-29,29,January,2023,34,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,43,26,69,Small,Blue,Plastic,Lifetime,Manufacturer D,2,0.91,6,17,True,23.78,DHL,Standard,,No Return
143408,2023-04-06,6,April,2023,34,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,85,52,137,Medium,Blue,Plastic,2 Years,Manufacturer D,3,3.32,8,4,False,87.42,FedEx,Express,Basic,60 Days
143432,2023-11-03,3,November,2023,38,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,186,169,355,Small,Blue,Plastic,3 Years,Manufacturer D,2,5.34,6,28,True,84.41,UPS,Express,,30 Days
143476,2023-06-08,8,June,2023,27,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,234,143,377,Small,Red,Steel,1 Year,Manufacturer A,2,2.94,4,17,False,64.25,FedEx,Same Day,Premium,60 Days
143482,2023-07-16,16,July,2023,28,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,383,234,617,Small,White,Aluminum,2 Years,Manufacturer C,3,14.64,1,12,False,68.74,FedEx,Express,Premium,7 Days
143483,2023-07-16,16,July,2023,28,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,362,221,583,Large,Green,Plastic,3 Years,Manufacturer D,4,5.06,8,12,True,43.54,GLS,Next Day,Premium,7 Days
143496,2023-11-23,23,November,2023,28,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,383,234,617,Large,Green,Steel,Lifetime,Manufacturer A,5,10.01,5,21,False,59.83,DHL,Standard,Basic,No Return
143499,2023-12-03,3,December,2023,28,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,447,273,720,Extra Large,Green,Aluminum,Lifetime,Manufacturer C,3,9.69,4,7,True,52.71,GLS,Express,Premium,No Return
143505,2023-01-12,12,January,2023,28,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,Large,Blue,Plastic,1 Year,Manufacturer C,3,11.68,9,27,True,92.23,Posti,Standard,Basic,60 Days
143523,2023-11-22,22,November,2023,28,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,22,13,35,Extra Large,Green,Carbon Fiber,1 Year,Manufacturer D,3,11.72,1,26,True,69.29,FedEx,Express,,7 Days
